618158.390649539, 304.13352978974046
625375.3136157544, 309.9976891464092
642688.3152690877, 315.0946744561651
658630.3869241109, 320.6879528871244
659429.2806853807, 325.2789689514044
658547.6676415561, 329.9826497907404
667594.5841691757, 335.3699696591819
692365.4214235336, 338.62675557672435
692963.8501829165, 342.7753114506019
691460.7062593803, 346.671275761623
727760.1123719256, 350.28352419773626
716017.5351328028, 353.2264669054572
692597.1196403081, 356.1479804621829
745942.0996780464, 359.75965082288843
733595.1015886521, 362.02043645525447
714194.9555744762, 363.6900207497838
746070.4164640991, 366.92762950935145
733155.6585541304, 369.6432628926933
751127.7670882171, 372.62853015239887
762031.9311984974, 374.98680110389154
753297.5824461664, 377.84906226685985
758086.8365745236, 381.01527167878294
756694.4509862859, 383.08663960542685
776671.6161234241, 385.8624380064023
779975.8745592269, 387.7912953584242
795089.6373412424, 390.444462109276
783931.5813883048, 391.7673466536995
752648.5640114256, 391.9734486229044
795448.0956143584, 392.3895484343994
804714.2493507008, 393.0898339493564
781970.9202665478, 394.3456545716914
788402.6420284177, 395.79724518028945
793781.5726325747, 397.2312621495531
799045.813994676, 398.0977282127415
805322.9273675932, 398.4516639497635
820806.2397279313, 399.18750433433
787513.7271550469, 399.90955393027645
807046.1407717994, 400.2428737433154
